Oru Thulli Velicham,P N Das,224,200.00
Priyappetta Yathrakal: Athens Muthal Haridwar Vare,Many Authors,188,150.00
Bavuttiyude Namathil (Screenplay),Renjith,136,100.00
Civil Servicilekkulla Vijayavazhikal,B Ashok,72,60.00
Manthravaadam Keralathil,Kattumadam Narayanan,109,75.00
Priyappetta Yathrakal: Dhanushkodi Muthal Sahara Vare,Many Authors,185,140.00
V T-yude Prabhashanangal,V T Bhattathirippad,110,80.00
Ulyssesinte Sahasikayathra,"Charles Lamb
                            
                                            
                            ,                 
                                                      Homer",96,70.00
Prameham: Ini Pedi Venda,Many Authors,264,200.00
Kathakaliyude Rangapada Charithram,"Kalamandalam M P S Namboothiri
                            
                                            
                            ,                 
                                                      Killimangalam Namboothiripad",278,195.00
Ramanan Randaman,M K Khareem,134,95.00
Sree Sankara Bhagavadpadarude Gayathri Vyakhyanam,"V Panoli
                            
                                            
                            ,                 
                                                      Sri Sankaracharyar",64,5.00
Oru Mudanthante Suvisesham,Kalpetta Narayanan,112,95.00
Ponthakkaadukal,S K Pottekkatt,71,55.00
Kabeena,S K Pottekkatt,72,"55.00

              50.00"
Koo Koo Koo Koo Theevandi,Anita Nair,128,125.00
Bheethiyude Thazhvara,Arthur Conan Doyle,182,175.00
Sufism: Pranayam Maunam Anandam,Siddiq Muhammad,152,115.00
Samsaarikkunna Diarykurippukal,S K Pottekkatt,198,130.00
Paryatanam,S K Pottekkatt,175,135.00
Darsana Talkies (Old Edition),E V Reji,95,"70.00

              55.00"
Mathrubhumi Azhchapathippu Kathakal 2012,Many Authors,470,300.00
Malabar Cookery (Malayalam),Thasnim Azees,152,120.00
Dhanyamee Dinam,P R Nadhan,336,250.00
Veedukal Kathunnu,Joy Mathew,200,140.00
Thunchath Ezhuthachan,Malayath Appunni,64,45.00
Mahakavi Vallathol,Malayath Appunni,71,50.00
Dracula,Anwar Abdulla,110,80.00
San Mishelinte Katha,Axel Munthe,416,370.00
Krishigeetha: Paristhithi Arivadayalangal,Many Authors,133,95.00
Avar Naalu Per,N P Muhammed,62,45.00
Nahusha Puranam,K Radhakrishnan (Late),430,340.00
Paralmeen Neenthunna Paadam,C V Balakrishnan,208,170.00
Thirunamacharyan Aanjam Thirumeni,Unnikrishnan Puthoor,159,110.00
Cheriya Cheriya Athmeeya Kathakal,Theni Ponganesh,120,110.00
Kaalam Kaliyugam (Also published as Devayamangal),Ettumanoor Sivakumar,205,160.00
Megharagam,S Sreedevi,207,160.00
Appol Naam Daivathinte Manasariyum,Prasad M Alex,143,100.00
Jokumaraswamy,Chandrasekhara Kambar,94,70.00
Athmasauhrudam,Many Authors,112,80.00
Bhagavad Gita Nithya Jeevithathil,Gopalakrishna Vaidik,103,80.00
Iyyobinte Darsanika Vyathakal,K C Varghese,135,95.00
Oru Himalaya Yathra,K Madhavanar,104,90.00
Chathurveda Samhitha (in 4 volumes),"Narendrabhooshan, Acharya",4320,"2,600.00"
T K Padmini: Kalayum Kaalavum,Many Authors,128,350.00
Namboothiriyude Sthreekal,Namboothiri,118,300.00
Mahasweta Deviyodoppam,Josy Joseph,119,80.00
Vasco da Gamayude Katha,Matthew Tyson Yates,78,70.00
Sufism: Pranayathinte Veenju,E M Hashim,150,115.00
Thankathilakkam,Chandramati,64,45.00
Om Allah!,Shahbas Aman,183,135.00
Idathupakshavum Kannur Rashtreeyavum,T Sasidharan,175,125.00
Classic Cinemakal Kuttikalkku,Sajan Theruvappuzha,175,150.00
Russian Classic Kathakal,Many Authors,95,60.00
Pattuthoovala,K Sreekumar,103,75.00
Oru Prethanweshakante Nigooda Rahasyangal,Sunil Parameswaran,150,115.00
Bhramana Devatha,Sunil Parameswaran,88,65.00
Goliyum Valappottum,Subhash Chandran,111,75.00
Munikathakal,K Sreekumar,96,65.00
Pazhanchollu Paranju Kalikkam,U Radhakrishnan,119,90.00
Vanna Vazhiyil Kandathum Thonniyathum,N Gopalakrishnan,136,95.00
P N Menon: Vigraha Bhanjakarkkoru Prathishda,John Paul,116,85.00
Benjamin Franklinte Athmakatha,Benjamin Franklin,198,130.00
Magic School Bus,Unni Ammayambalam,127,90.00
Mayajaalam,K K Sudhakaran,271,200.00
Maanikyakallu,M Mohanan,120,85.00
David Copperfield (Malayalam Mathrubhumi Edition),Charles Dickens,111,75.00
Adaminte Makan Abu: Drusya Darsanangalile Kaalavum Desavum,Many Authors,224,150.00
Mammootty: Bhashayum Desavum,Manoj Bharathy,109,75.00
Ammukkuttiyude Daya,Nalini Sreedharan,102,65.00
Bharathapuzha,Rajan Chungath,192,135.00
Karnan,P Kunhiraman Nair,88,70.00
Idikkaloori Panambattadi,P N Gopikrishnan,144,120.00
Baul: Jeevithavum Sangeethavum,Mimlu Sen,246,175.00
Kaatte Kadale,P P Ramachandran,79,55.00
Kazhchayude Bhoopadam,T Suresh Babu,216,150.00
Kon Banega Narayanamurthy,Debashis Chatterjee,160,125.00
Bahujanam,Sharan Kumar Limbale,230,160.00
Mahakavi Ulloor,Malayath Appunni,79,55.00
Mahakavi Kumaranansan,Malayath Appunni,78,55.00
Rakshasante Chiri,Thikkodian,56,40.00
Manasiyude Aswamedham,G S Pradeep,198,140.00
Bhoomiyile Malakha,Subhash Chandran,112,85.00
Antharvahini,S K Pottekkatt,64,60.00
Ezham Nilayile Aakasam,Raghunath Paleri,111,100.00
Cinemayude Nottangal,K Gopinathan,160,115.00
Akkarmasi,Sharan Kumar Limbale,175,190.00
Aesop Kathakal (Mathrubhumi Edition),"Aesop
                            
                                            
                            ,                 
                                                      S Sivadas, Prof.",312,200.00
Who's Who (Malayalam),Bindu G Krishnan,176,100.00
Kuttikalude Manasariyuka,Beena Govind,136,100.00
Kappithaal,Biju C P,103,70.00
Marunnarivukal,Leena Thomas,96,70.00
Himachalinte Nissanthwanangal,Asha Menon,119,110.00
Upanishad Jnanam,Ramanuj Prasad,142,100.00
Delhi: Charithravum Varthamanavum,K K Subair,208,145.00
Rajuvum Roniyum,K V Ramanathan,120,80.00
Adbhutha Neerali,K V Ramanathan,159,125.00
Adbhutha Vaanaranmar,K V Ramanathan,136,120.00
Anthimahakaalam,Akkitham,104,75.00
Indian Chithrakaran,Many Authors,168,120.00
Sugandha Sasyangalkidayiloode,C V Balakrishnan,175,120.00
Islamika Mysticism,T V Abdurahman,152,120.00
A Dictionary of Amusing English,O Abootty,163,85.00
Policukarante Pennmakkal,U K Kumaran,80,60.00
Rappakal,T A Razak,144,100.00
Swarnachamaram,Ravi Menon,190,135.00
Usthad Hotel,Anjali Menon,143,100.00
Writer's Block,B Murali,87,60.00
Moonnamloka Kavitha,Satchidanandan,439,300.00
The Professional (Malayalam),Subroto Bagchi,159,110.00
Desadanam,Baiju N Nair,152,115.00
Padanam Rasakaram,P K A Rasheed,208,140.00
Mathilukal (Screenplay),Adoor Gopalakrishnan,95,65.00
Athinal Njan Bhranthanayilla,K G Sankara Pillai,103,75.00
P.yude Pranaya Paapangal,Alankodu Leelakrishnan,94,70.00
Sri Lanka: Asanthiyude Thuruthile Rithubhedangal,Jaison Panikulangara,175,125.00
Swapna Jaagarangalil,Raveendran,231,170.00
Avasanathe Photo,Many Authors,253,175.00
Chuvappil Oru Padanam,Arthur Conan Doyle,149,90.00
Olicamerakal Parayaathathu,Berlin Kunjananthan Nair,200,140.00
Mathrubhumi Viswothara Kathakal,Many Authors,168,130.00
PGyude Vayanalokam,P Govinda Pillai,270,175.00
Facebook,Madhupal,110,90.00
Nandipoorvam,B Hrudayakumari,214,150.00
CPM Fascisathinte Pathayil,K Venu,208,140.00
51 Vettinte Rashtreeyam,Many Authors,184,130.00
Ee Edathy Nonaye Parayoo,Akkitham,48,35.00
Paris Commune,Rahim Kadavath,104,70.00
Janadhipathyavum Civil Samoohavum,K Venu,120,80.00
D,Susmesh Chandroth,167,125.00
Maalakhamare Marayolle,Ashtamoorthi,110,75.00
Basheer: Usthadum Njanum,V Abdulla,102,70.00
Balachandra Menonte 12 Cherukathakal,Balachandra Menon,88,65.00
Dam 999,Sohan Roy,128,90.00
Orma Mathram,C V Balakrishnan,94,70.00
Compassum Vettakkolum,Fazil,88,60.00
Sivam Panchakedaram,K B Prasannakumar,87,75.00
Yesudevan,K P Kesava Menon,335,250.00
Mayilukal Savarikkirangiya Cheriviloode,V Muzafar Ahamed,126,90.00
Stalinum Stalinisavum,Somasekharan,206,140.00
Pakal Nakshatrangal,Anoop Menon,79,55.00
Padmarajan Duranthakamanakalile Gandharvan,Sajith Evooreth,175,120.00
Hrudayathinte Kayyoppu,Mohanlal,110,100.00
Appunni,V K N,112,75.00
Kidappara Samaram,P V Shajikumar,118,95.00
Kuppichillukalum Rosadalangalum,Vayalar Ramavarma,199,140.00
Azhakiya Ravanan,Sreenivasan,134,90.00
Mathrubhasha Malayalam,P K Thilak,255,470.00
Enrich Your English,P K Jayaraj,238,400.00
Ninte Viswasam Ninne Poruppikkum,Kovilan,80,55.00
Kavithayile Vazhithirivukal,O N V Kurup,62,30.00
Kovilakangalum Kottarangalum,Murali,100,45.00
Himagiri Viharam,Swami Thapovanam,416,300.00
Vaakkeriyumpol,G S Pradeep,103,70.00
Chirichum Chirippichum,Maniyanpilla Raju,200,150.00
Pranayaharsham,Jalaluddin Rumi,70,50.00
Pranayadaham,Khalil Gibran,88,65.00
Daivathinte Sontham,Bindu Krishnan,78,60.00
Pusthakangalum Manushyaranu,N Sasidharan,128,80.00
Kaattile Kathakal,Rudyard Kipling,175,115.00
Khushwant Singh Oru Thuranna Pusthakam,Khushwant Singh,127,90.00
Uravidangal,Jayamohan (Tamil writer),142,90.00
Ennum Snehathode P K Warrier,"K Muraleedharan, Dr.",94,65.00
Mathrubhumi Azhchapathippu Kathakal 2011,Many Authors,366,250.00
Sreemad Bhagavatha Sapthaham,T S Parameswaran Moothathu,415,270.00
Sthaanam Thettiya Vasthu,Anand,176,135.00
Prasangakala,George Pulikkan,88,55.00
Chandanagramam,Myna Umaiban,144,50.00
Maarunna Lokam Maarunna Madhyamalokam,N P Rajendran,118,75.00
Orkkanundu Kure Ormakal,"K Rajasekharan Nair, Dr.",183,120.00
Aadivasikalum Mulankadukalum,K R Satheesan Nair,87,70.00
Anandothsavathinte Mahaguru,Francois Gautier,199,130.00
Nokkoo Ayal Ningalilthanneyund,Akbar Kakkattil,84,45.00
China Mara Neengumpol,Pallavi Aiyar,230,160.00
Pusthakangale Athiruvittu Snehichavan,Allison Hoover Bartlett,221,150.00
Kaipunyam,Punathil Kunjabdulla,78,50.00
Ayyappa Rahasyam,M R Rajesh,112,85.00
Minnalil Ninnu Raksha,K K Vasu,175,110.00
Revenue Stamp,Amrita Pritam,152,100.00
Njan,N N Pillai,542,600.00
Malayalathinte Anaswarakathakal Padanangal,Mini Prasad,135,105.00
Ulvelicham ,N P Muhammed,110,50.00
Indian Rupee,Renjith,151,100.00
Muhammad Ali Jinnah: Muslim Leagum Pakisthan Vadavum,Ayesha Jalal,246,175.00
Thiranjedutha Kavithakal Kechery,Yusuf Ali Kechery,240,165.00
Viswasyathayude Ormakkurippukal,Somnath Chatterjee,391,250.00
M G Radhakrishnan: Jeevitham Sangeetham Orma,Many Authors,208,140.00
Aligarh Kathakal,Punathil Kunjabdulla,222,200.00
Paper Lodge,Susmesh Chandroth,320,245.00
Mochanam ,G Balachandran,567,280.00
Smruthichitrangal,M P Veerendrakumar,112,50.00
Harithabhoopadam,Joseph Antony,208,125.00
Samanathalam,K Radhakrishnan (Late),752,580.00
Pranayam (English),Blessy,111,100.00
Mazhayil Parakkunna Pakshikal,K R Meera,223,150.00
Oru Manassavuka,Sukumar Azheekode,240,160.00
Das Capital,Subhash Chandran,112,85.00
Raveendra Sarovaram,V S Sharma,224,150.00
Oppam Nadakkunna Pichakam,K C Pankajakshi Amma,87,65.00
Yathra: Anubhavangalude Samaharam,Many Authors,223,145.00
Athmadamsanam,Myna Umaiban,96,65.00
Communist Bharanavum Vimochana Samaravum,A Jayasankar,352,250.00
Sanjayan Sampoorna Krithikal (in 2 Volumes),Sanjayan,1726,850.00
Yatheeminte Narangamithayi,P T Muhamed Sadik,,90.00
Puram Marupuram,N S Madhavan,,110.00
Mohan Raghavan: Orormapusthakam,Many Authors,,90.00
Sesham Vellithirayil,Sathyan Anthikad,,55.00
Alappuzha: Kizhakkinte Venice,P J Francis,120,85.00
Anna Hazareyude Jeevithakatha,M Padmaja Menon,72,50.00
Ramante Dukham,M P Veerendrakumar,,80.00
Roshathinte Vithukal,M P Veerendrakumar,,80.00
Arshajnanam,Nalappattu Narayana Menon,447,275.00
Swapnatanam: Jeevithavum Cinemayum,Thaha Madayi,,100.00
Guruvinte Jeevitham,Moorkoth Kunhappa,120,50.00
Voltaire (Old Edition),P R Ravi,,90.00
Ithanu Ente Sari,N N Pillai,350,250.00
Thrippadidanam: Uthradam Thirunalinte Rajasmaranakal,S Uma Maheswari,,240.00
Pranava Sadhana Rahasyam,M R Rajesh,55,50.00
Swarnakkampili,Sippi Pallippuram,,50.00
Ketta Kathakalum Kelkkatha Kathakalum,Sumangala,166,125.00
Sherlock Holmes Americayil,Mark Twain,,45.00
How To Fall In Love With English (Malayalam),V Sukumaran,182,120.00
Sampathika Asoothranathiloode Jeevithavijayam,Manoj Thomas,,75.00
Mahakavikalude Balakavithakal,Many Authors,72,55.00
Vala,Balamaniamma,,30.00
Car Paricharanam,Baiju N Nair,78,50.00
Car Vangumpol,Baiju N Nair,63,40.00
Prasnamargam Bhasha Samgraham,Ramakrishna Panicker Peringad,,250.00
Kaattu Vithachavar,Abraham Mathew,240,145.00
Lokakavitha: Chila Edukal,Desamangalam Ramakrishnan,271,190.00
Malayala Kavitha Padanangal,Satchidanandan,423,325.00
Subhapthiviswasam,Helen Keller,,45.00
Kafka: Jeevithavum Rachanayum,Selin Mathew,175,125.00
Kozhikkodinte Paithrukam,T B Seluraj,312,215.00
Malabar: Paithrukavum Prathapavum,Many Authors,616,475.00
Kuttikalude Pravachakan,Kathiyalam Aboobaker,95,50.00
Mulla Naasruddin Kathakal (Mathrubhumi Edition),M N Karassery,,270.00
Rathimathavinte Puthran,Pramod Raman,,90.00
Sathyamennathu Ivite Manushyanakunnu,V T Bhattathirippad,,60.00
Ramzan Recipes,Raziya Latheef,,90.00
Swarnathil Engane Nikshepikkam,R Roshan,,"65.00

              58.00"
Viswothara Russian Balakathakal,Many Authors,,200.00
Indiayude Chaithanyam,A P J Abdul Kalam,148,115.00
Orachan Makalkkayacha Kathukal,Jawaharlal Nehru,,75.00
Urine Therapy (Malayalam),J W Armstrong,,200.00
Arabiyum Mattu Kathakalum,James Joyce,103,65.00
Vedangalile Saktheyarahasyam,M R Rajesh,,40.00
Onpathu Jeevithangal,William Dalrymple,,200.00
Sherlock Holmesinte Sahasangal,Arthur Conan Doyle,,200.00
Sugandhodyanam,Shaykh Nefzawi,,125.00
Aatho Poratho,Sivadas Poyilkavu,88,55.00
Cinema Samskaram,Adoor Gopalakrishnan,103,70.00
Adoor Gopalakrishnan: Cinemayil Oru Jeevitham,Gautaman Bhaskaran,238,175.00
Maunangal Patukayayirunnu,M D Manoj,158,100.00
Husnul Jamal,D Vinayachandran,,45.00
Adaminte Makan Abu,Salim Ahammed,86,60.00
Shikkar,S Sureshbabu,,80.00
Wayanadan Ramayanam,Azeez Tharuvana,,150.00
Kaalavasthayum Rashtreeyavum,"George Varghese, Dr.",144,90.00
Kaivarthakandam,Mahasweta Devi,95,60.00
Diabetes Can Be Cured Forever,"M V I Mammi, Dr.",112,125.00
Aathmaviswasam Valiya Marunnu,Punathil Kunjabdulla,160,120.00
Indiaye Kandethal,Jawaharlal Nehru,671,500.00
Sambhashanangal: J Krishnamurthy,J Krishnamurti,,50.00
Pravasiyude Kurippukal,Babu Bharadwaj,,170.00
Madyathil Ninnum Mayakkumarunnil Ninnum Saswathamochanam,N P Hafiz Mohamad,272,175.00
Pranayam,Blessy,,80.00
Vayalar,Chelangatt Gopalakrishnan,,85.00
Polichezhuth,Berlin Kunjananthan Nair,,240.00
Kadalolam Kathakal,"K Sreekumar
                            
                                            
                            ,                 
                                                      Somadevabhattan",958,600.00
Kuttikalude Bhagavad Gita,C V Sudheendran,102,75.00
Athisayaragam,Ravi Menon,200,180.00
Harinamakeerthanam (Sruthipriya Vyakhyanam),Thunchath Ezhuthachan,183,140.00
Pranayasameere,K P Sudheera,,240.00
Panthirukulathinte Pingamikal,Rajan Chungath,,45.00
Manusmruthi: Sathyavum Mithyayum,M R Rajesh,64,50.00
Vilanilangal,Lizy,,110.00
Shesher Kobitha  (Old Edition),Rabindranath Tagore,,"60.00

              48.00"
Jeevithasmrithi (Old Edition),Rabindranath Tagore,168,"100.00

              85.00"
Balamani Ammayude Kavithalokangal,M Leelavathi,384,230.00
Albathile Ormakal,Vaidyamadam Cheriya  Nambudiri,,320.00
Dracula ( Malayalam Abridged Mathrubhumi Edition),Bram Stoker,160,100.00
Sreemad Bhagavadgeetha Rahasyam,"Bal Gangadhar Tilak
                            
                                            
                            ,                 
                                                      Narendrabhooshan, Acharya",,500.00
Kuttikalude Vivekanandan,V S Sharma,103,70.00
Vedangalile Sastradeepthi,M R Rajesh,,80.00
Kaumaravum Jeevithavijayavum,"Jobin S Kottaram
                            
                                            
                            ,                 
                                                      Sebin S Kottaram",118,75.00
Misihayanam,Yusuf Ali Kechery,,55.00
Changampuzha: Vidhiyude Vettamrugam,M P Veerendrakumar,141,90.00
Njan Ningalkkethire Aakasatheyum Bhumiyeyum Sakshyam Vekkunnu,S Saradakkutty,,95.00
Sopanatathvam,Kavalam Narayana Panikkar,,160.00
Italian Nadodikathakal,P Ajithkumar,78,55.00
Non Veg Pasuvum Mattu Kathakalum,Mahasweta Devi,,75.00
Adhinivesathinte Adiyozhukkukal,M P Veerendrakumar,,105.00
Best Actor,Martin Prakkatt,136,85.00
Nawab Tipu Sultan: Oru Padanam,K K N Kurup,,100.00
Pavanaparvam,Parvathi Pavanan,,100.00
Bharatham ,Lohithadas,102,60.00
Amaram,Lohithadas,,60.00
Christmas Kathakal,Many Authors,95,75.00
Kakkadinte Kavithakal,N N Kakkad,591,450.00
Prabhashanam Sambhashanam Nireekshanam,U R Ananthamurthy,,75.00
Irom Sharmila: Pathittandu Neenda Porattam,B Sreeraj,150,95.00
Cancerine Kurichu Ariyendathellam,"M Krishnan Nair, Dr.",368,220.00
Indiayum Chinthayum,Sukumar Azheekode,255,150.00
Pothuvijnanam: Thettum Sariyum,R C Sureshkumar,,140.00
Veenjuvirunnu,K K Sudhakaran,,65.00
Mattu Palarudeyum Kaamukan,K K Sudhakaran,,85.00
The Shooting Party (Malayalam),Anton Chekhov,,120.00
Agniyum Kathakalum,Sithara S,84,50.00
Sreemad Devi Mahabhagavatham,T Subramanian Thirumump,,"1,100.00"
Socialist Movement In Travancore- Cochin,Varughese George,,95.00
Andhakaranazhi,E Santhoshkumar,368,280.00
Manas Oru Samasya,Many Authors,100,100.00
"Varoo, Namukku Poompattakale Nireekshikkam",Abdulla Paleri,,80.00
Sindhulipi Padanam Ithuvare,M R Raghava Warrier,,35.00
Udalil Kothiya Charithra Smaranakal,K P Jayakumar,,65.00
Surakshayude Padangal,Muralee Thummarukudy,,65.00
Enthanu Hindumatham?,M K Gandhi,96,70.00
Oorukeri (Old Edition),Sidhalingayya,,65.00
Ezhuthukariyude Muri,Virginia Woolf,143,160.00
Natyakala: Sidhanthavum Prayogavum (with FREE VCD),P G Janardhanan,310,225.00
Aathmakathayile Pennmanasukal,Sreekumaran Thampi,96,45.00
Malayalathinte Bhavi (Old Edition),K Sethuraman,368,225.00
Mamsanibadhamalla Ragam,V T Gopalakrishnan,84,50.00
Palakkattucherry Muthal Palakkadu Vare (Old Edition),V C Kabeer,,150.00
Raveendra Sangeetham: Kelkkatha Ragangal,Sobhana Raveendran,,115.00
Nithyajeevithathile Manasika Prasnangal,S Sajeevkumar,,170.00
Bhranthan (Mathrubhumi Edition),Khalil Gibran,72,65.00
Madhupalinte Kathakal,Madhupal,216,150.00
Ekagrathayum Dhyanavum,Swamy Paramananda,48,45.00
Saswathamaya Anandam Kaivarikkam  (Old Edition),Y S Rajan,,"60.00

              45.00"
Thathsamayam,Kalpetta Narayanan,,110.00
Thurannuvacha Sangeetha Jalakangal,V T Murali,,60.00
Tasty Treat,Thasnim Azees,,100.00
Poomully Aaram Thampuran,V K Sreeraman,,425.00
Bengal: Chila Apriya Sathyangal,N P Rajendran,80,50.00
Kunthi,Rajan Thiruvoth,330,200.00
Mahathmaji- Mathrubhumi Rekhakal,Many Authors,275,300.00
Narakathinte Bhoopadangal,P K Rajasekharan,,125.00
Kshethravilakkukal (Old Edition),Punathil Kunjabdulla,164,75.00
Navagrahangalude Thadavara,Punathil Kunjabdulla,,100.00
Budhante Chiri,M P Veerendrakumar,159,145.00
Karnataka Sangeetha Pravesika,Nedumangad S Sasidharan Nair,220,130.00
Budhamanasam,E M Hashim,182,140.00
Plachimadayile Jalachooshanavum Janakeeya Prathirodhavum (Old Edition),Many Authors,,"35.00

              30.00"
Malamukalile Abdulla,Punathil Kunjabdulla,94,45.00
Chuvanna Adayalangal,K M Shajahan,222,125.00
Aanappaka (Old Edition),Unnikrishnan Puthoor,570,295.00
Daivathinte Rashtreeyam,Hameed Chennamangaloor,208,160.00
Mumbai,Lizy,,100.00
Ennum Yuvathvam,"P A Varghese, Prof.",112,75.00
Pazhasi Samararekhakal,K K N Kurup,,100.00
Chirikku Pinnil,Innocent,160,110.00
School Kuttikal,Nikolay Nosov,,110.00
Puravritha Padanam,M V Vishnu Namboodhiri,,120.00
Edakkal Caves & The History of Wayanad,O K Johny,228,150.00
T D Dasan Std VI B,Mohan Raghavan,,60.00
Indian Yathrakal,Sreekanth Kottakkal,168,125.00
Pranayasatakam,T P Rajeevan,,125.00
Dathapaharam,V J James,174,150.00
Adarunna Kakkakal,Asha Menon,100,65.00
Bharathan,Kovilan,112,60.00
Swayam,P Padmarajan,,40.00
Madhavikkuttiyude Sthreekal,Madhavikkutty,167,100.00
Thikkodiyante Sampoorna Naadakangal,Thikkodian,,350.00
Gireesh Puthancheriyude Kavithakal,Gireesh Puthanchery,152,105.00
Kalkkandakottaram,Sippi Pallippuram,60,50.00
Kure Sthreekal,Punathil Kunjabdulla,164,85.00
Kochilathiyum Kattalanum,Nirmala James,62,30.00
Vanka,Anton Chekhov,32,30.00
Naam Munnottu (in 5 Volumes),K P Kesava Menon,,"1,100.00"
Naadan Paattumanjari,M V Vishnu Namboodhiri,,85.00
Ammemkunjunneem Kunjunneemammem,Priya A S,94,90.00
Ormayile Pachakal,Kalamandalam Gopi,,125.00
Brechtinte Kala,Berthold Brecht,184,75.00
P- Mayatha Kalpadukal,Many Authors,,80.00
Mullaperiyar Anakkettum Keralathinte Bhaviyum (Old Edition),Sasidharan Mangathil,,"45.00

              36.00"
Nayanan Enna Atbhuthabalan,Satyajit Ray,,45.00
Ormasakthi Vardhippikkam,P K A Rasheed,,225.00
Mahathma (Play) (Old Edition),K P Kesava Menon,77,40.00
Moonnarinte Katha,Sulochana Nalapat,,75.00
Sivapuranam (poetry),Kunchan Nambiar,176,120.00
Vandikkalakal,Madhavikkutty,,110.00
Kadathanattu Madhaviyammayude Kavithakal (Old Edition),Kadathanattu Madhaviyamma,180,90.00
Rue Morgueile Kolapathakangalum Kathakalum,Edgar Allan Poe,,100.00
Apakva Yuvavu,Fyodor Dostoyevsky,676,400.00
A Ayyappan: Kanneerinte Kanakkupusthakam,A Ayyappan,79,60.00
Kolangal,K G George,128,90.00
Kuttikalude Kalidasan,M R Raghava Warrier,142,130.00
Adithattukal,Satchidanandan,116,60.00
Christmas Maravum Mattu Kathakalum,Charles Dickens,68,45.00
The City of M (Malayalam),Anwar Abdulla,,100.00
Atharvaveda Samhitha,M R Rajesh,1248,480.00
Hanuman,K C Krishnakumar,60,40.00
Karnan,Ganesh Panniyath,44,30.00
Valare Thamasichupoyi,Alim Masroor,,100.00
Thathrikkuttiyude Smarthavicharam,Alankodu Leelakrishnan,,90.00
Keraleeya Vastuvidya Paramparyam,"P V Ouseph, Dr.",144,95.00
Devayanagaliloode,Vaidyamadam Cheriya  Nambudiri,124,70.00
Adhikarathinte Akathalangalil,P C Sukumaran Nair,,95.00
Irukaali Moottakal (Old Edition),C P Nair,,45.00
Uyarchayude Maargarekha (Old Edition),"P A Varghese, Prof.",,60.00
Budhanum Naanuguruvum,K Sugathan,200,140.00
Ibsente Lokam,P J Thomas,156,75.00
Ormakaliloode,P P Ummerkoya,,40.00
Satyam Parayunna Nunayanmar  (Old Edition),Jamal Kochangadi,,"60.00

              48.00"
Utbhavam  (Old Edition),B V Vaikunda Raju,,60.00
Arabikkadalum Arabikkarayum,Usman Irumbuzhi,92,45.00
Theerthadana Smaranakal,Elayidath Venugopal,,75.00
Birbal Kathakal (Mathrubhumi Edition),P I Sankaranarayanan,148,90.00
Edasseri Kavithakal,Edasseri Govindan Nair,814,500.00
Balamaniammayude Kavithakal (Sampoorna Samaharam),Balamaniamma,760,450.00
Sree Mahabhagavatham (Mathrubhumi Edition),Akkitham,,"1,200.00"
Indian National Congress Noottandukalilude,Samad Mankada,444,265.00
Kumaranasante Kuttikkavithakal,Kumaranasan,47,40.00
Kerala Pazhama,Hermann Gundert,158,50.00
Unto This Last (Malayalam),John Ruskin,,50.00
Gowriammayude Aathmakatha,K R Gowriamma,388,390.00
Sangathi,Bama,,75.00
Ayurvedavum Dheerghayussum,"K Muraleedharan, Dr.",119,90.00
Hasthyayurvedam,Palakapya Maharshi,686,365.00
Yiramyav: Atimayude Jeevitham,Anilkumar A V,,"50.00

              40.00"
Charithrathile India,M R Raghava Warrier,200,150.00
Pampa Bharatham,Mahakavi Pampan,,200.00
Manushyalaya Chandrika,Tirumangalath Neelakantan Musath,279,210.00
Keralam Arunooru Kollam Munpu,Ibn Battuta,136,70.00
Keralam Jillakalilude,K C Krishnakumar,216,165.00
K T- yude Nalu Natakangal,K T Mohammed,252,150.00
Jayaprakash Narayanan Oru Viswapauran,V K Madhavan,132,80.00
Keralathile Karshika Kalapangal,K K N Kurup,176,85.00
Keralam Pathinanjum Pathinarum Noottandukalil,Shaikh Zainudheen,132,45.00
Atharva Veda Bhaishajyam,"C K Ramachandran, Dr.",276,165.00
Koonur Madam,Sunil Parameswaran,188,120.00
Dostoyevsky,G N Panicker,240,125.00
Perariyatha Nombaram,Yusuf Ali Kechery,,60.00
Bhoothavishtar,Fyodor Dostoyevsky,646,320.00
Wayanad Rekhakal,O K Johny,,230.00
Kolkatha Cocktail,Joshy Joseph,124,75.00
Leelavati: Sarabodhini Bhashavyakhyanam,Bhaskaracharyar,738,500.00
Pablo Neruda: Oru Padanam,Satchidanandan,,70.00
Karunayilekkulla Theerthadanam,P N Das,143,110.00
Ente Kavitha,Satchidanandan,208,100.00
Thamizh Sanghakala Kavithakal,Many Authors,,100.00
Laimgika Vijnanam (Mathrubhumi Edition),E A Karunakaran Nair,554,295.00
Sandhyadeepam,T P Balakrishnan Nair,,300.00
Visudha Santhi,Deedi Damodaran,,40.00
Chilappathikaaram (Mathrubhumi Edition),Ilangovadikal,170,80.00
Malayala Naataka Sthreecharithram,Sajitha Madathil,222,160.00
Udayaragam,M D Manoj,,110.00
Bharathasthreekal Noottandukaliloode,Paravur B Lathika Nair,334,220.00
Silviya Plathinte Masterpiece,Sreebala K Menon,,70.00
Kazhchaykkulla Vibhavangal,K V Anoop,86,60.00
Pachayude Album,Dhanyaraj,116,70.00
Violet Poochakalkku Soo Vaykan Thonnumbol,Priya A S,,50.00
Marana Vidyalayam,Susmesh Chandroth,,110.00
Neechavedam,E Santhoshkumar,,70.00
Amazonum Kure Vyakulathakalum,M P Veerendrakumar,,120.00
